metal,linker
Zn,"1,4,5,8-naphthalenetetracarboxylic acid"
Zn,"1,4-bis(2-pyridylaminomethyl)benzene"
Zn,"1,4-bis(3,5-bis(trifluoromethyl)-1H-pyrazole-4-yl)benzene"
Zn,"1,4-bis(pyridinil-3-carboxylato)-1,4-dimethyl-benzene"
Zn,"1,4-di(imidazol-1-yl)naphthalene"
Zn,"1,5-pentylenediphosphonic acid"
Zn,"1,6-bis(imidazol-1-yl)-hexane"
Zn,1-(4-Cyano-phenyl)-piperidine-4-carboxylic acid ethyl ester
Zn,"1-(4-aminobenzyl)-1,2,4-triazole"
Zn,"1-imidazol-1-yl-3-(1,2,4-triazol-4-yl)propane"
Zn,"1H-3,5-bis(3-pyridyl)-1,2,4-triazole"
Zn,1H-tetrazole-5-acetic acid
Zn,"2,2'-bis(4-pyridylmethyleneoxy)-1,1'-biphenylene"
Zn,"2,2'-dihydroxyl-[1,1']-binaphthalene-3,3'-dicarboxylic acid"
Zn,"2,2’-bipyridine-5,5’-dicarboxylic acid"
Zn,"2,2′,2″-[1,3,5-triazine-2,4,6-triyltris(thio)]tris-acetic acid"
Zn,"2,2′,3,3′-thiodiphthalic dianhydride"
Zn,"2,2′-(pyridine-2,6-diyl)diterephthalic acid"
Zn,"2,2′-dinitro-4,4′-biphenyldicarboxyl acid"
Zn,"2,2′:6′,2′′-terpyridine"
Zn,"2,2″-dimethyl-[1,1′:4′,1″-terphenyl]-4,4″-dicarboxylic acid"
Zn,"2,3,6,7,10,11-hexaaminotriphenylene"
Zn,"2,3-Pyrazinedicarboxylic acid"
Zn,"2,3-dimethylpyrazine"
Zn,"2,3’,4,5’-biphenyltetracarboxylic acid"
Zn,"2,4-dibenzoylisophthalic acid"
Zn,"2,5-bis(1-imidazoly)pyridine"
Zn,"2,5-bis(1H-1,2,4-triazol-1-yl) terephthalic acid"
Zn,"2,5-bis(4-aminophenyl)-1,3,4-oxadiazole"
Zn,"2,5-bis-(3-pyridyl)-3,4-diaza-2,4-hexadiene"
Zn,"2,5-dicarboxyterephthalic acid"
Zn,"2,5-difluorobenzene-1,4-dicarboxylic acid"
Zn,"2,5-dihydroxy-1,4-benzenediacetic acid"
Zn,"2,5-dihydroxy-terephthalic acid"
Zn,"2,5-dimercaptoterephthalic acid"
Zn,"2,5-pyridine-dicarboxylic acid"
Zn,"2,6-bis(4′-carboxyl-phenyl)pyridine"
Zn,"2,6-naphthalenedisulfonate"
Zn,"2,6-pyridine dicarboxylic acid"
Zn,2-((benzyl)amino)terephthalic acid
Zn,2-(4-Chlorobenzoyl)benzoic acid
Zn,"2-(hydroxymethyl)-2-(pyridin-4-yl)-1,3-propanediol"
Zn,"2-(p-hydroxylphenyl)-1H-imidazole-4,5-dicarboxylic acid"
Zn,2-Methylpyrazine
Zn,"2-[9-(1-hexylheptyl)-1,3,8,10-tetraoxo-3,8,9,10-tetrahydro-1H-anthra[2,1,9-def;6,5,10-d’e’f’]diisoquinolin-2-yl]terephthalic acid"
Zn,2-hydroxyimino-N-[1-(2-pyrazinyl)ethylidene]-propanohydrazone
Zn,"2-iodobenzene-1,4-dicarboxylic acid"
Zn,2-methylisonicotinic acid
Zn,"2′,5′-dimethylterphenyl-4,4″-dicarboxylic acid"
Zn,"3,3'',5,5''-tetrakis(4-carboxyphenyl)-p-terphenyl"
Zn,"3,3'-(4,4'-(2,2-bis((4-(2-carboxyvinyl)phenoxy)methyl)propane-1,3-diyl)bis(oxy)bis(4,1-phenylene))diacrylic acid"
Zn,"3,3'-azodibenzoic acid"
Zn,"3,3’,5,5’-tetraphenyl-1H,1’H-4,4’-bipyrazole"
Zn,"3,3′,5,5′-Tetramethyl-4,4′-bipyrazole"
Zn,"3,5,4'-azobenzenetricarboxylic acid"
Zn,"3,5-bis(2′,4′-dicarboxyphenyl) benzoic acid"
Zn,"3,5-bis(4-pyridyl)-pyridine"
Zn,"3,5-di(4H-1,2,4-triazol-4-yl)pyridine"
Zn,"3,5-pyrazole dicarboxylic acid"
Zn,"3,6-dibromobenzene-1,2,4,5-tetracarboxylic acid"
Zn,"3-(3,5-dicarboxylphenoxy)-6-carboxylpyridine"
Zn,"3-(4H-1,2,4-triazol-4-yl)benzoic acid"
Zn,"3-amine-1H-1,2,4-triazole"
Zn,3-fluorophthalic acid
Zn,"4'',6'-diamino-5',5''-bis(4-carboxyphenyl)-[1,1':3',1'':3'',1'''-quaterphenyl]-4,4'''-dicarboxylic acid"
Zn,"4',4''-(2,2-bis((4'-carboxybiphenyl-4-yl)oxy)methyl)propane-1,3-diyl)bis(oxy)dibiphenyl-4-carboxylic acid"
Zn,"4'-carboxy-4,2':6',4''-terpyridine"
Zn,"4,4',4'',4'''-([9,9'-bicarbazole]-3,3',6,6'-tetrayl)tetrabenzoic acid"
Zn,"4,4',4'',4'''-methanetetrayltetrabenzoic acid"
Zn,"4,4',4''-nitrilotribenzoic acid"
Zn,"4,4'-(2,2-bis((4-carboxy-2-methoxyphenoxy)methyl)propane-1,3-diyl)bis(oxy)bis(3-methoxybenzoic acid)"
Zn,"4,4'-azobenzenedicarboxylic acid"
Zn,"4,4'-bipyridyl"
Zn,"4,4-azobenzenedicarboxylic acid"
Zn,"4,4’-oxybisbenzoyl-bis(L-alanine)"
Zn,"4,4′,4″,4‴-(5,10,15,20-porphyrintetrayl)-tetrabenzoic acid"
Zn,"4,4′,4″,4‴-(9,9′-Spirobi[fluorene]-2,2′,7,7′-tetrayl)tetrabenzoic acid"
Zn,"4,4′,4″,4‴-(porphyrin-5,10,15,20-tetrayl)tetrakis(benzenesulfonic) acid"
Zn,"4,4′,4″,4‴-tetrakiscarboxyphenylsilane"
Zn,"4,4′,4″-(2,4,6-trimethylbenzene-1,3,5-triyl)tribenzoate"
Zn,"4,4′,4″-s-triazine-2,4,6-tribenzoic acid"
Zn,"4,4′-(4,4′-bitolyl)bis(1,2,4-triazole)"
Zn,"4,4′-(benzo[c][1,2,5]thiadiazole-4,7-diyl)dibenzoic acid"
Zn,"4,4′-bis(benzoimidazo-1-ly)biphenyl"
Zn,"4,4′-bisazobipyridine"
Zn,"4,4′-di(1H-imidazol-1-yl)biphenyl"
Zn,"4,4′-disulfo-[1,1′-diphenyl]-2,2′-dicarboxylic acid"
Zn,"4,6-dihydroxyisophthalic acid"
Zn,"4,7-dimethyl-1,10-phenanthroline"
Zn,"4-(1,2,4-triazol-4-yl)phenylacetic acid"
Zn,4-(1-carboxy-ethoxy)-benzoic acid
Zn,4-(1H-tetrazol-5-yl)pyridine
Zn,4-(4-carboxylphenylmethylthio)benzoic acid
Zn,4-(pyridin-4-yl)acrylic acid
Zn,4-(pyridin-4-yl)benzoic acid
Zn,4-(pyridin-4-ylcarbamoyl)benzoic acid
Zn,4-Carboxycinnamic acid
Zn,4-HOOC–C6H4–CH2N(CH2PO3H2)2
Zn,"4-amino-benzene-1,2,4-triazole"
Zn,4-chloroisophthalic acid
Zn,"4-chloropyridine-2,6-dicarboxylic acid"
Zn,4-ethylbenzoic acid
Zn,"4-phenyl-2,6-bis(4'-carboxyphenyl)pyridine"
Zn,"4′-(1H-imidazo[4,5-f][1,10]phenanthrolin-2-yl)-[1,1′-biphenyl]-3-carboxylic acid"
Zn,"4′-(3,5-dicarboxyphenyl)-2,2′:6′,2′′′-terpyridine"
Zn,"5,10,15,20-tetrakis(3,4-dihydroxyphenyl)porphyrin"
Zn,"5,10,15,20-tetrakis(p-phenylphosphonic acid)porphyrin"
Zn,"5,5′-methylenediisophthalic acid"
Zn,"5,5′-naphthalene-1,4-diyl-diisophthalic acid"
Zn,5-(3-pyridyl)-1H-tetrazole
Zn,5-(4-(tetrazol-5-yl)phenyl)isophthalic acid
Zn,5-(4-imidazol-1-ylphenyl)-2H-tetrazole
Zn,5-aminisophthalic acid
Zn,5-aminisophthalic acid disodium salt monohydrate
Zn,"5-boronobenzene-1,3-dicarboxylic acid"
Zn,5-hydroxylisophthalic acid
Zn,5-mercapto-isophthalic acid
Zn,"5-nitrobenzene-1,2,3-tricarboxylic acid"
Zn,5-sulfoisophthalic acid
Zn,"5′-(4-carboxy-2-methylphenyl)-2″-methyl-[1,1′:3′,1″-terphenyl]-3,4″,5-tricarboxylic acid"
Zn,"6-(3,5-dicarboxyl phenyl) nicotinic acid"
Zn,"6-(3,5-dicarboxylphenyl)nicotinic acid"
Zn,"9,9′-(1,4-phenylenebis(methylene))bis(9H-carbazole-3,6-dicarboxylic acid)"
Zn,Bi(4-pyridyl)3
Zn,H4dotpdc-CH2NHBoc
Zn,H4dotpdc-CO2tBu
Zn,HMIBA·HCl·H2O
Zn,HOOC–C6H4–CH2PO–OH(OC2H5)
Zn,L-Glutamic acid
Zn,L-H2 = Ir(ppy)2(H2dcbpy)PF6
Zn,MeSi(3Qy)3
Zn,"N,N'-bis(2-pyrazinyl)piperazine"
Zn,"N,N-(2-pyridyl)-(4-pyridylmethyl)amine"
Zn,"N,N′-bis(5-isophthalic acid) naphthalenediimide"
Zn,"N,N′-bis(5-isophthalic acid)-1,4,5,8-naphthalenediimide"
Zn,"N,N′-bis(pyridylcarbonyl)-4,4′-diaminodiphenyl ether"
Zn,"N,N′-bis-(1-pyridine-3-yl-ethylidene)-hydrazine"
Zn,"N,N′-sulfuryldiimidazole"
Zn,"Na4(1,2,4,5-btc)"
Zn,"[1,1':4′,1″:4″,1‴-quaterphenyl]-3,3‴,5,5‴-tetracarboxylic acid"
Zn,"[5,10,15,20-tetrakis(4-carboxy-phenyl)porphyrinato]-Zn(II)"
Zn,acetate
Zn,"benzene-1,3,5-triacetic acid"
Zn,"bicyclo[2.2.2]octane-1,4-dicarboxylic acid"
Zn,"biphenyl-2,2′,4,4′-tetracarboxylic dianhydride"
Zn,"biphenyl-2,2′,6,6′-tetracarboxylic acid"
Zn,"biphenyl-3′-nitro-3,4′,5-tricarboxylic acid"
Zn,bis(pyridylmethyl)piperazine
Zn,bis-(4-carboxypyrazolyl)methane
Zn,dia nitrate salt (diaH2(NO3)2)
Zn,"dimethyl-substituted 4,4′-[1,4-phenylene-bis(ethyne-2,1-diyl)]-dibenzoic acid"
Zn,"dipotassium 2,6-naphthalenedicarboxylate"
Zn,"dipyrido[3,2-d:2′,3′-f]quinoxaline"
Zn,disodium fumarate
Zn,"disodium salt of [1,2,3]triazolo[4,5-f]benzotriazole-4,8(2H,6H)-dione [Na2(C6N6O2)·4H2O]"
Zn,dpmh
Zn,ethylenediamine
Zn,glyphosate
Zn,iminodiacetate acid
Zn,maleic hydrazide
Zn,meso-tetra(4-carboxyphenyl)porphine
Zn,methyl formate
Zn,methylene-bispyrazole based dicarboxylic acid
Zn,"mono-nitro substituted 4,4′,4″-(1,3,5-triazine-2,4,6-triyl)tribenzoic acid"
Zn,"naphthyl-substituted 4,4′-[1,4-phenylene-bis(ethyne-2,1-diyl)]-dibenzoic acid"
Zn,p-benzene dicarboxylic acid
Zn,p-biphenyldicarboxylic acid
Zn,palladated linker trans-[PdCl2(PDC)2]
Zn,pimelic acid
Zn,"potassium pyridine-2,3,5,6-tetracarboxylate"
Zn,pyrazinyl tetrazolate
Zn,"pyridine-3,5-bis(phenyl-4-carboxylic acid)"
Zn,pyridine-4-boronic acid
Zn,quinoxaline
Zn,sodium p-phenylenediacrylate
Zn,sodium selenite
Zn,tetra-2-pyridinylpyrazine
Zn,tetra-2-pyridylpyrazine
Zn,tetrafluorosuccinic acid
Zn,"tetrakis(4-(4-pyridine ethynyl)-2,3,5,6-tetrafluorophenyl)borate"
Zn,tetrakis(4-carboxyphenyl)porphyrin stock solution in DMF
Zn,tetrakis(4-oxycarbonylphenyl)silane
Zn,thiocyanate
Zn,"trans-azobenzene-4,4′-dicarboxylic acid"
Zn,tri(4-imidazolylphenyl)amine
Zn,triphenyldicarboxylic acid
Zn,"(1,1'-Biphenyl)-2,2',6,6'-tetracarboxylic acid"
Zn,"(1R,3S)-(+)-camphoric acid"
Zn,"(3,5-dicarboxyphenyl)pyridine"
Zn,(4-carboxypiperidyl)-N-methylenephosphonic acid
Zn,"(E)-1,2-di(pyridin-4-yl)diazene"
Zn,"(E)-2-(2-carboxyvinyl)-1,3-thiazole-4-carboxylic acid"
Zn,"(E)-4,4'-(1,4-bis(methylthio)but-2-ene-2,3-diyl)dibenzoic acid"
Zn,"(E)-4,4'-(ethene-1,2-diyl)dibenzoic acid"
Zn,(E)-5-(2-carboxyvinyl)-1H-pyrazole-3-carboxylic acid
Zn,(E)-5-(2-carboxyvinyl)thiophene-2-carboxylic acid
Zn,(E)-N’-(pyridin-3-ylmethylene)nicotinohydrazide
Zn,(E)-N′-(pyridin-4-ylmethylene)isonicotinohydrazide
Zn,"(N,N’,N’’,N’’’-tetrakis(2-pyridylmethyl)-1,4-diaminoxylylene)"
Zn,(R)-1-(4-carboxybenzoyl)pyrrolidine-2-carboxylic acid
Zn,"(R)-2,2’-diethyoxy-1,1’-binaphthyl-4,4’,6,6’-tetrakis(4-benzoic acid)"
Zn,(S)-1-(4-carboxybenzoyl)pyrrolidine-2-carboxylic acid
Zn,(S)-5-(((1-carboxy-3-methylbutyl)amino)methyl)isophthalic acid
Zn,"1,1'-oxybis[3,5-dipyridine-benzene]"
Zn,"1,1,2,2-tetrakis(4-(1H-imidazole-1-yl)phenyl)ethene"
Zn,"1,1,2,2-tetrakis(4-(1H-pyrazol-4-yl)phenyl)ethene"
Zn,"1,10-(1,5-pentanediyl)bis(imidazole)"
Zn,"1,10-bis(1,2,4-triazol-1-yl)decane"
Zn,"1,10-phenanthroline·H2O"
Zn,"1,1’-bis(4-carboxyphenyl)-4,4’-bipyridium"
Zn,"1,1′,1″-(1,3,5-triazine-2,4,6-triyl)tripiperidine-4-carboxylic acid"
Zn,"1,1′-(1,3-propane)bis-(2-methylbenzimidazole)"
Zn,"1,1′-(1,4-hexanediyl)bis(imidazole)"
Zn,"1,1′-[1,4-phenylenebis(methylene)]bis(4,4′-bipyridinium) dichloride"
Zn,"1,2,3,4-cyclobutanetetracarboxylic acid"
Zn,"1,2,3-triazole-4,5-dicarboxylic acid"
Zn,"1,2,3-tricarboxyl-(1′,2′,3′-tricarboxylazophenyl)benzene"
Zn,"1,2,4-Benzenetricarboxylic acid"
Zn,"1,2,4-triazol-4-amine"
Zn,"1,2-bis((2-methyl-1H-imidazol-1-yl)methyl)benzene"
Zn,"1,2-bis((5H-imidazol-4-yl)methylene)hydrazine"
Zn,"1,2-bis(4-carboxy-phenoxy)ethane"
Zn,"1,2-bis(4-pyridylmethylene)hydrazine"
Zn,"1,2-bis(4′-pyridylmethylamino)-ethane"
Zn,"1,2-bis(diphenylphosphino)ethane"
Zn,"1,2-cyclohexanediamine-N,N′-bis-(3-carboxylsalicylide)"
Zn,"1,2-ethylene diphosphonic acid"
Zn,"1,3,5,7-tetra(4-carboxyphenyl)adamantane"
Zn,"1,3,5-benzene-tris-ethynylbenzoic acid"
Zn,"1,3,5-triaza-7-phosphaadamantane-7-sulfide"
Zn,"1,3,5-tricarboxyphenyl-2-(triethylenediaminemethyl)benzene"
Zn,"1,3,5-tris(1,2,4-triazol-4-yl)adamantane"
Zn,"1,3,5-tris(3-pyridylmethoxyl)benzene"
Zn,"1,3,5-tris[2-(4-carboxyphenyl)-1-ethynyl]-2,4,6-trimethylbenzene"
Zn,"1,3-H2bdc"
Zn,"1,3-bis(1-dicarboxylatoethyl) imidazolium bromide"
Zn,"1,3-bis(4-pyridyl)-propane"
Zn,"1,3-bis(N-pyridyl-benzimidazol-4-yl)-2-oxopropane"
Zn,"1,3-bis(imidazol-1-ylmethyl)-2,4,6-trimethylbenzene"
Zn,"1,3-bis(pyridin-3-ylmethyl)urea"
Zn,"1,3-di(4-carboxyphenyl)benzene"
Zn,"1,3-propanediamine-N,N,N',N'-tetraacetic acid"
Zn,"1,3-propylenediphosphonic acid"
Zn,"1,4-Ditetrazol-5-yl-2-methylbenzene"
Zn,"1,4-PDA"
Zn,"1,4-benzenediacrylic acid"
Zn,"1,4-benzenedipyrazole"
Zn,"1,4-bis(2-ethylbenzimidazol-1-ylmethyl)benzene"
Zn,"1,4-bis(2-methyl-imidazol-1-ylmethyl)benzene"
Zn,"1,4-bis(5,6-dimethylbenzimidazol-1-ylmethyl)benzene"
Zn,"1,4-bis(pyridin-4-yl)benzene"
Zn,"1,4-bis[(1H-imidazol-1-yl)methyl]benzene"
Zn,"1,4-di(1H-1,2,3-triazol-5-yl)benzene"
Zn,"1,4-di(pyridine-2-yl)benzene"
Zn,"1,4-dicarboxybenzene"
Zn,"1,4-naphthalenediphosphonic acid"
Zn,"1,4-phenylenediacrylic acid"
Zn,"1,5-bis(imidazol-1-yl)-benzene"
Zn,"1,7-Di(4-carboxyphenyl)-1,7-dicarba-closo-dodecaborane"
Zn,"1-((1H-1,2,4-triazol-1-yl)methyl)-3-(4-pyridyl)-5-(3-pyridyl)-1,2,4-triazole"
Zn,"1-(3,5-dicarboxy)-benzyl-1,2-di(pyridine-4-yl)ethylene chloride"
Zn,"1-(3,5-dicarboxyphenyl)-1H-1,2,3-triazole"
Zn,"1-imidazol-1-yl-2,4,6-benzene-tricarboxylic acid"
Zn,"1H,1′H-[2,4′-biimidazole]-4,5-dicarboxylic acid"
Zn,"1H-[1,2,3]-triazole-4,5-dicarboxylic acid"
Zn,1H-pyrazole
Zn,"2,2'-bipyrimidine"
Zn,"2,2'-diamino-trans-4,4'-stilbenedicarboxylic acid"
Zn,"2,2-dimethylglutaric acid"
Zn,"2,2′,3,3′-oxydiphthalic dianhydride"
Zn,"2,2′-(naphthalene-2,7-diylbis(oxy))diacetic acid"
Zn,"2,2′-bipyridine-3,3′,6,6′-tetracarboxylic acid"
Zn,"2,2′-bithiazole-5,5′-dicarboxylic acid"
Zn,"2,2′-dipyridylamine"
Zn,"2,2′:5′,2″-terthiophene-5,5″-dicarboxylic acid"
Zn,"2,2′:6′,2″-terpyridine"
Zn,"2,3,5,6-tetrachloroterephthalic acid"
Zn,"2,3-bis(4-pyridyl)butane"
Zn,"2,3-dihydroxyterephthalic acid"
Zn,"2,3-pyridinedicarboxylic acid"
Zn,"2,4,5-tri(4-pyridyl)imidazole"
Zn,"2,4,6-tri(1-imidazolyl)-1,3,5-triazine"
Zn,"2,4,6-tri(2,4-dicarboxyphenyl)pyridine"
Zn,"2,4,6-tris(4-(1H-pyrazol-4-yl)phenyl)-1,3,5-triazine"
Zn,"2,4,6-tris[1-(3-carboxylphenoxy)ylmethyl]mesitylene"
Zn,"2,5-bis(3-(3-cyanobenzyloxy)phenyl)-1,3,4-oxadiazole"
Zn,"2,5-bis(3-pyridyl)-1,3,4-oxadiazole"
Zn,"2,5-bis(methylthio)terephthalic acid"
Zn,"2,5-bis-(4-pyridyl)-3,4-diaza-2,4-hexadiene"
Zn,"2,5-di(2′,4′-dicarboxylphenyl)pyridine"
Zn,"2,5-di(pyridin-4-yl)terephthalic acid"
Zn,"2,5-diamino-1,4-hydroquinone dihydrochloride"
Zn,"2,5-dibromobenzene-1,4-dicarboxylic acid"
Zn,"2,5-dichlorobenzene-1,4-dicarboxylic acid"
Zn,"2,5-diiodobenzene-1,4-dicarboxylic acid"
Zn,"2,5-dimethylbenzene-1,4-dicarboxylic acid"
Zn,"2,6-bis(1-imidazolyl) naphthalene"
Zn,"2,6-di(1H-imidazol-1-yl)pyridine"
Zn,"2,6-di(1H-tetrazol-5-yl)naphthalene"
Zn,"2,6-di-(1,2,4-triazole-4-yl)pyridine"
Zn,"2,6-diphenyl-1,4-dibenzoic acid"
Zn,"2,6-naphthalene-dicarboxylic acid"
Zn,"2,7-bis(1-imidazoly)fluorene"
Zn,"2,7-bis(3,5-dimethyl) dipyrazol-1,4,5,8-naphthalene tetracarboxydiimide"
Zn,"2-(1,3,4-thiadiazol-2-ylthio)acetic acid"
Zn,2-(1H-tetrazol-5-yl)phenol
Zn,2-(1H-tetrazol-5-yl)pyrimidine
Zn,"2-(3,5-dicarboxylatobenzyloxy)benzoic acid"
Zn,"2-(4-Methoxyphenyl)-1H-imidazole-4,5-dicarboxylic acid"
Zn,"2-(4-carboxyphenyl)imidazo(4,5-f)-(1,10)phenanthroline"
Zn,"2-(trifluoromethyl)benzene-1,4-dicarboxylic acid"
Zn,2-H2stp
Zn,"2-amine-4,4′-bis(1-imidazolyl)-bibenzene"
Zn,2-amino terephthalic acid
Zn,2-aminobenzenedicarboxylic acid
Zn,2-aminoterephthalate triethylammonium salt
Zn,"2-bromobenzene-1,4-dicarboxylic acid"
Zn,"2-bromoimidazole-4,5-dicarbonitrile"
Zn,2-ethynylimidazole
Zn,2-methoxy-4-(1H-pyrazol-4-yl)benzoic acid
Zn,2-methyl-1-hydroxyimidazole-3-oxide
Zn,"2-methylbenzene-1,4-dicarboxylic acid"
Zn,"2-nitro-[1,1′-biphenyl]-4,4′-dicarboxylic acid"
Zn,"2-phenylbenzene-1,4-dicarboxylic acid"
Zn,2-sulfoterephthalic acid
Zn,2-vinylimidazole
Zn,"2′,5′-dimethyl-1,1′:4′,1″-terphenyl-4,4″-dicarboxylic acid"
Zn,"2′,5′-dimethyl-[1,1′:4′,1″-terphenyl]-4,4″-dicarboxylic acid"
Zn,"2′′-(azidomethyl)-[1,1′:4′,1′′:4′′,1′′′-quaterphenyl]-4,4′′′-dicarboxylic acid"
Zn,"3,3',3'-nitrilotripropionic acid"
Zn,"3,3',4,4'-benzophenonetetracarboxylic dianhydride"
Zn,"3,3',5,5'-tetramethyl-4,4'-bipyrazole"
Zn,"3,3-dimethylglutaric acid"
Zn,"3,3′,4,4′-benzophenone-tetracarboxylic dianhydride"
Zn,"3,3′,4,4′-diphenylsulfone tetracarboxylic dianhydride"
Zn,"3,3′,5,5′-diphenyl ether tetracarboxylic acid"
Zn,"3,3′,5,5′-terphenyl tetracarboxylic acid"
Zn,"3,3′-dichloro-4,4′-azodibenzoic acid"
Zn,"3,3′-dimethoxy-2,2′-bipyridine-6,6′-dicarboxylic acid"
Zn,"3,4,5,6-tetrafluoro-1,2-phthalic acid"
Zn,"3,4-bi(4-carboxyphenyl)benzoic acid"
Zn,"3,4-di(3,5-dicarboxyphenyl) phthalic acid"
Zn,"3,4-dihydro-[1,1′-biphenyl]-4,4′-dicarboxylic acid"
Zn,"3,5-bis(4-carboxy-phenoxy) benzoic acid"
Zn,"3,5-bis(triazol-1-yl)benzoic acid"
Zn,"3,5-bis(triazol-1-yl)pyridine"
Zn,"3,5-dimethyl-(1,2,4-triazol-4-yl)-acetic acid"
Zn,"3,5-dimethyl-4-carboxypyrazole"
Zn,"3,5-diphenyl-1,2,4-triazole"
Zn,"3,5-dipropyl-1,2,4-triazole"
Zn,"3,5-dipyridyl-1,2,4-triazole"
Zn,"3-(1H-imidazo[4,5-f][1,10]phenanthrolin-2-yl)benzoic acid"
Zn,"3-(2′-pyridyl)-5-(4′′-pyridyl)-1,2,4-triazole"
Zn,"3-(3,5-dicarboxylphenoxy)-5-carboxylpyridine"
Zn,"3-(3,5-dicarboxylphenoxy)pyridine"
Zn,3-(4-pyridyl)benzoic acid
Zn,3-(tetrazol-5-yl)triazole
Zn,3-amino-4-cyano-1H-pyrazole
Zn,3-cyanopyridine
Zn,3-fluoro-4-(1H-pyrazol-4-yl)benzoic acid
Zn,"3-fluoro-5-(4H-1,2,4-triazol-4-yl)pyridine"
Zn,3-fluorobenzoic acid
Zn,3-fluoroisonicotinic acid
Zn,"3-hydroxinaftalene-2,7-disulfonic acid"
Zn,3-hydroxyisonicotine hydroxamic acid
Zn,"4 b2,4 b3,4 b4,4 b5-(anthracene-9,10-diylidenebis(methan-1,1-diyl-1-ylidene))tetrabiphenyl-4-carboxylic acid"
Zn,"4'-(4-(4-carboxylphenoxy)-2,2':6',2''-terpyridine)"
Zn,"4,4',4'',4'''-(1,4-phenylenebis(2H-1,2,3-triazole-2,4,5-triyl))tetrabenzoic acid"
Zn,"4,4'-((1E,1'E)-anthracene-9,10-diylbis(ethene-2,1-diyl)) dibenzoic acid"
Zn,"4,4'-(hexafluoroisopropylidene) bis(benzoic acid)"
Zn,"4,4'-bis(benzimidazole-1-ylmethyl)biphenyl"
Zn,"4,4,4″-s-triazine-1,3,5-triyltri-m-aminobenzoate"
Zn,"4,40-(Benzo[c][1,2,5]thiadiazole-4,7-diyl)bis(3-methoxybenzoic acid)"
Zn,"4,40-bipy"
Zn,"4,4’,4’’-benzene-1,3,5-triyl-tribenzoic acid"
Zn,"4,4’-(perfluoropropane-2,2-diyl)dibenzoic acid"
Zn,"4,4’-dipyridylnitride"
Zn,"4,4’-oxybisbenzoyl-bis(L-proline)"
Zn,"4,4′,4′′,4′′′-{2,2′,2′′,2′′′-[ethane-1,2-diylbis(azanetriyl)]tetrakis(methylene)]tetrakis-(1H-benzimidazole-2,1-diyl)}tetrakis(methylene)tetrabenzoic acid"
Zn,"4,4′,4″,4″′-(pyrene-1,3,6,8-tetrayl)tetrabenzoic acid"
Zn,"4,4′,4″,4‴-Methanetetrayltetrabenzoic acid"
Zn,"4,4′,4″-(1,3,5-triazine-2,4,6-triyl)tribenzoic acid"
Zn,"4,4′,4″-benzene-1,3,5-triyltris(ethyne-2,1-diyl)tribenzoic acid"
Zn,"4,4′,4″-s-triazine-2,4,6-triyl-tribenzoate"
Zn,"4,4′-(((9H-fluoren-9-ylidene)methylene)bis(4,1-phenylene))dipyridine"
Zn,"4,4′-(1,2,4,5-tetrazine-3,6-diyl)dibenzoic acid"
Zn,"4,4′-(1H-benzo[d]imidazole-4,7-diyl)dibenzoic acid"
Zn,"4,4′-(buta-1,3-diyne-1,4-diyl)-dibenzoic acid"
Zn,"4,4′-(ethyne-1,2-diyl)dibenzoic acid"
Zn,"4,4′-(hexafluoroisopropylidene)diphthalic anhydride"
Zn,"4,4′-(quinolone-5,8-diyl)benzoate"
Zn,"4,4′-Bipyrazole"
Zn,"4,4′-Bis(benzimidazol-1-ylmethyl) biphenyl"
Zn,"4,4′-[naphthalene-2,6-diylbis(methylene)]bis(1,2,4-triazole)"
Zn,"4,4′-azobenzene dicarboxylic acid"
Zn,"4,4′-bi-3,5-dimethylpyrazole"
Zn,"4,4′-bis(1,2,4-triazole)"
Zn,"4,4′-bis(benzoimidaz-1-yl) biphenyl"
Zn,"4,4′-di(1H-imidazol-1-yl)-1,1′-biphenyl"
Zn,"4,4′-di(4H-1,2,4-triazol-4-yl)-1,10-biphenyl"
Zn,"4,4′-dibenzoic acid-2,2′-sulfone"
Zn,"4,4′-dipyridylsulﬁde"
Zn,"4,4′-oxidibenzoic acid"
Zn,"4,4′-oxidiphtalic acid"
Zn,"4,4′-oxybenzoic acid"
Zn,"4,4′-oxydiphthalic acid"
Zn,"4,4′-trimethylene dipyridine"
Zn,"4,5,9,10-tetrahydropyrene-2,7-dicarboxylic acid"
Zn,"4,5-dicarboxyimidazole"
Zn,4-((2-(pyridine-2-yl)-1H-imidazol-1-yl)methyl)benzoic acid
Zn,"4-(1,2,4-triazol-4-yl)phenylphosphonic acid"
Zn,"4-(1,2,4-triazole)benzoic acid"
Zn,4-(1H-pyrazol-4-yl)benzoic acid
Zn,4-(1H-tetrazol-5-yl)-benzoic acid
Zn,4-(1H-tetrazole-5-yl)benzoic acid
Zn,"4-(4'-carboxyphenyl)-1,2,4-triazole"
Zn,4-(4-carboxy-3-hydroxy-phenyl)-2-hydroxy-benzoic acid
Zn,"4-(4-carboxyphenyl)-3,2’:6’,3’’-terpyridine"
Zn,4-(4-pyridyl)benzoic acid
Zn,4-(4-pyridyl)benzoic acid N-oxide
Zn,"4-(4H-1,2,4-triazol-4-yl)phenylarsonic acid"
Zn,"4-(4′-carboxyphenyl)-1,2,4-triazole"
Zn,"4-([4,2′:6′,4′′-terpyridin]-4′-yl)benzoic acid"
