2-sulfoterephthalic acid,246.2
2-sulfoterephthalic acid monosodium salt,268.18
2-vinylterephthalic acid,192.17
"25,27-diaza-4,6,16,18-tetrabenzoate-11,23-di-methyl-2,8,14,20-tetraoxacalix[4]arene",
"2’-amino-5’-(7-(4,4’’-dicarboxy-[1,1’:3’,1’’-terphenyl]-5’-yl)benzo[c][1,2,5]thiadiazol-4-yl)-[1,1’:3’,1’’-terphenyl]-4,4’’-dicarboxylic acid",
"2′,5′-diethynylterphenyl-4,4″-dicarboxylic acid",
"2′,5′-difluoro-4′-(1H-pyrazol)-[1,1′-biphenyl]-4-carboxylic acid",
"2′,5′-dimethyl-[p-terphenyl]-4,4″-dicarboxylic acid",
"3,3’-bis(trifluoromethyl)-[1,1’-biphenyl]-4,4’-dicarboxylic acid",
"3,3′,4,4′-oxydiphthalic acid",
"3,3′,5,5′-azobenzene tetracarboxylic acid",
"3,3′,5,5′-azobenzenetetracarboxylic acid",
"3,3′,5,5′-biphenyltetracarboxylic acid",
"3,3′-((3,4-dioxocyclobut-1-ene-1,2-diyl)bis(azanediyl))dibenzoic acid",
"3,3′-diamino-1,1′-biphenyl-4,4′-dicarboxylic acid",
"3,3′-dihydroxy-[1,1′-biphenyl]-4,4′-dicarboxylic acid",
"3,3″-diamino-1,1′:4′,1″-terphenyl-4,4″-dicarboxylic acid",
"3,4-diacetyl-2,5-dioxohexane",
"3,5-bis(4′-carboxyphenyl)-1,2,4-triazole",
"3,5-di(4'-carboxylphenyl)benozoic acid",362.3
"3,5-di(tetrazol-5-yl)pyridine",
"3,5-pyridinedicarboxylic acid",167.12
"3,6-dimethyl-1,2,4,5-tetra-(biphenyl-3′,5′-dicarboxylic acid)benzene",
"3,8-bis(4-carboxyphenyl)phenanthroline",
"3-(4H-1,2,4-triazol-4-yl)-5-(trifluoromethyl)pyridine",
3-(pyridin-4-yl)benzoic acid,199.2
"3-amino-1,2,4-triazole",84.08
3-fluoro-4-(1H-pyrazol-4-yl)benzoic acid,206.17
"3-methyl-1H-1,2,4-triazole",83.09
"3-pyrazinyl-1,2,4-triazole",
3-pytz,
"4'',6'-diamino-5',5''-bis(4-carboxyphenyl)-[1,1':3',1'':3'',1'''-quaterphenyl]-4,4'''-dicarboxylic acid",664.7
"4',4''',4''''',4'''''''-methanetetrayltetrakis(2-methyl-[1,1'-biphenyl]-4-carboxylic acid)",
"4',4'',4''',4''''-methanetetrayltetrabiphenyl-4-carboxylic acid",800.8
"4'-(4-carboxyphenyl)-[2,2':6',2''-terpyridine]-5,5''-dicarboxylic acid",441.4
"4,4',4'',4'''-(9H-carbazole-1,3,6,8-tetrayl)tetrabenzoic acid",647.6
"4,4',4'',4'''-([9,9'-bicarbazole]-3,3',6,6'-tetrayl)tetrabenzoic acid",812.8
"4,4',4'',4'''-([9,9'-bicarbazole]-3,3',6,6'-tetrayl)tetrakis(1-naphthoic acid)",
"4,4',4'',4'''-([9,9'-bicarbazole]-3,3',6,6'-tetrayl)tetrakis(3-methylbenzoic acid)",
"4,4',4'',4'''-(porphyrin-5,10,15,20-tetrayl)tetrabenzoic acid",
"4,4'-(1,10-phenanthroline-2,9-diyl)dibenzoic acid",
"4,4'-(1,10-phenanthroline-3,8-diyl)dibenzoic acid",420.4
"4,4'-(anthracene-9,10-diylbis(ethyne-2,1-diyl))bis(2-hydroxybenzoic acid)",
"4,4'-biphenyldicarboxylic acid",242.23
"4,4'-dihydroxybiphenyl-3,3',5,5'-tetrabenzoic acid",
"4,4'-oxybis(benzoate)",
"4,4,4,4-(Porphine-5,10,15,20-tetrayl)tetrakis(benzoic acid)",790.8
"4,4’,4’’,4’’’-(1,4-phenylenebis(pyridine-4,2,6-triyl))-tetrabenzoic acid",
"4,4′,4′′-(benzene-1,3,5-triyl-tris(benzene-4,1-diyl))-tribenzoic acid",
"4,4′,4′′-(triphenylene-1,5,9-triyl)tribenzoic acid",
"4,4′,4′′-[1,3,5-Benzenetriyltris(ethyne-2,1-diyl)]tribenzoic acid",
"4,4′,4′′-benzene-1,3,5-triyl-benzoic acid",
"4,4′,4′′-benzene-1,3,5-triyl-tris(benzoic acid)",
"4,4′,4″,4‴-((ethene-1,1,2,2-tetrayltetrakis(benzene-4,1-diyl))tetrakis(ethyne-2,1-diyl))tetrabenzoic acid",
"4,4′,4″,4‴-(5,10,15,20-porphyrintetrayl)-tetrabenzoic acid",
"4,4′,4″-(2H-1,2,3-triazole-2,4,5-triyl)tribenzoic acid",
"4,4′,4″-(4,4,8,8,12,12-hexamethyl-8,12-dihydro-4H-benzo[9,1]quinolizino[3,4,5,6,7-defg]acridine-2,6,10-triyl)tribenzoic acid",
"4,4′,4″-(pyridine-2,4,6-triyl)tribenzoic acid",
"4,4′,4″-benzene-1,3,5-triyl-tribenzoic acid",
"4,4′,4″-benzene-1,3,5-triyl-tris(benzoic acid)",
"4,4′,4″-nitrilotribenzoic acid",
"4,4′,4″-nitrilotrisbenzoic acid",
"4,4′,4″-s-triazine-2,4,6-triyl-tribenzoic acid",
"4,4′,4″-s-triazine-2,4,6-triyltribenzoic acid",
"4,4′-((2-nitro-[1,1′-biphenyl]-4,4′-diyl)bis(ethyne-2,1-diyl))dibenzoic acid",
"4,4′-(1,10-phenanthroline-2,9-diyl)dibenzoic acid",
"4,4′-(1,10-phenanthroline-3,8-diyl)dibenzoic acid",
"4,4′-(1,2,4,5-tetrazine-3,6-diyl)dibenzoic acid",
"4,4′-(2-phenyl-2H-1,2,3-triazole-4,5-diyl)dibenzoic acid",
"4,4′-(9,10-anthracenediyl)bis(2-aminobenzoic acid)",
"4,4′-(diethynylanthracene-9,10-diyl) dibenzoic acid",
"4,4′-(hexafluoroisopropylidene)bis(benzoic acid)",
"4,4′-azobenzenedicarboxylic acid",
"4,4′-bibenzoic acid-2,2′-sulfone",
"4,4′-biphenyl-dicarboxylic acid",
"4,4′-biphenyldicarboxylate",
"4,4′-biphenyldicarboxylic acid",
"4,4′-bipyridine",
"4,4′-bis(4-carboxyphenylethynyl)BINAP",
"4,4′-dihydroxy-[1,1′-biphenyl]-3,3′-dicarboxylic acid",
"4,4′-methylenebispyrazole",
"4,4′-oxalyldibenzoic acid",
"4,4′-oxybis(benzoic acid)",
"4,4′-Oxybis(benzoic acid)",
"4,4′-oxybisbenzoic acid",
"4,4′-stilbenedicarboxylic acid",
"4,4′-sulfonyldibenzoic acid",
"4,5,9,10-tetrakis(p-benzoic acid)pyrene",
"4,5-bis(tetrazol-5-yl)imidazole",
"4,5-dichloroimidazole",136.96
"4,5-dicyanoimidazole",118.1
"4,6,16,18,31,33-hexabenzoate-25,27,36-triaza-2,8,14,20,29,35-hexaoxabicyclocalix[4]arene",
"4-(1,2,4-triazol-4-yl)phenylacetic acid",203.2
4-(1H-pyrazole-4-yl)benzoic acid,
4-(1H-tetrazol-5-yl)-benzoic acid,190.16
4-(2-carboxyvinyl)benzoic acid,192.17
"4-(3,5-dimethyl-1H-pyrazol-4-yl)-benzoic acid",216.24
"4-(4-(2-(thiophen-2-yl)ethyl)-4H-1,2,4-triazol-3-yl)pyridine",
"4-(4-carboxyphenyl)-1,2,4-triazole",189.17
4-(imidazol-1-yl)-benzoic acid,188.18
4-(pyridin-3-yl)benzoic acid,199.2
4-(pyridin-4-yl)benzoic acid,199.2
4-methyl-5-imidazolecarboxaldehyde,110.11
4-pyridylacetic acid hydrochloride,173.6
4-pytz,
4-tetracarboxyphenylporphyrin,
4-{[bis(phosphonomethyl)amino]methyl}benzene-sulfonic acid,
"4′,4″,4′″,4″″-(ethene-1,1,2,2-tetrayl)tetrabiphenyl-4-carboxylic acid",
"5',5''''-(2,3-diaminophenyl)-bis([1,1':3',1''-terphenyl]-4,4''-dicarboxylic acid)",
"5'-(4-carboxyphenyl)-2'-methyl[1,1':3',1''-terphenyl]-4,4''-dicarboxylic acid",
"5,10,15,20-tetra(1H-pyrazol-4-yl)porphyrin-Mn(III) chloride",
"5,10,15,20-tetrakis(2,3,5,6-tetrafluoro-4-(1H-pyrazol-4-yl)phenyl)-porphyrin",
"5,10,15,20-tetrakis(4-(1H-pyrazol-4-yl)-phenyl)porphyrin",
"5,10,15,20-tetrakis(4-carboxy-[1,1’-biphenyl-4’-yl])porphyrin",
"5,10,15,20-tetrakis(4-carboxyphenyl)porphyrin",790.8
"5,10,15,20-tetrakis(4-carboxyphenyl)porphyrin-(Cu(II)) [Cu-TCPP]",
"5,10,15,20-tetrakis(4-carboxyphenyl)porphyrin-(Ni(II)) [Ni-TCPP]",
"5,10,15,20-tetrakis(4-carboxyphenyl)porphyrin-Ru(II) [Ru-TCPP(CO)]",
"5,10,15,20-tetrakis(4-carboxyphenyl)porphyrinato-cobalt",
"5,15-bis(3,4,5-trifluorophenyl)-10,20-di(4-imidazol-1-yl-phenyl)porphyrin",
"5,15-bis(4-tert-butylphenyl)-10,20-di(4-imidazol-1-yl-phenyl)porphyrin",
"5,15-bis(pentafluorophenyl)-10,20-di(4-imidazol-1-yl-phenyl)porphyrin",
"5,5',5''-(pyridine-2,4,6-triyl)triisophthalic acid",571.4
"5,5'-bis(carboxyethenyl)-2,2'-bipyridine",
"5,5′,10,10′,15,15′-hexabutyltruxene-2,7,12-tricarboxylic acid",
"5,5′,10,10′,15,15′-hexadecyltruxene-2,7,12-tricarboxylic acid",
"5,5′,10,10′,15,15′-hexaethyltruxene-2,7,12-tricarboxylic acid",
"5,5′,10,10′,15,15′-hexahexyltruxene-2,7,12-tricarboxylic acid",
"5,5′,10,10′,15,15′-hexamethyltruxene-2,7,12-tricarboxylic acid",
"5,5′,10,10′,15,15′-hexaoctyltruxene-2,7,12-tricarboxylic acid",
"5,5′,5″-(1,3,5-triazine-2,4,6-triyltriimino)tris(azanediyl) triisophthalate",
"5,5′-(1-Methylbenzene-2,4-diyl)diisophthalic acid",
"5,5′-(2,6-Diaminopyridine-3,5-diyl)diisophthalic acid",
"5,5′-(2-Methylbenzene-1,3-diyl)diisophthalic acid",
"5,5′-(5-Methylbenzene-1,3-diyl)diisophthalic acid",
"5,5′-(6-(4-carboxyphenylamino)-1,3,5-triazine-2,4-diyldiimino)diisophthalic acid",
"5,5′-(9,10-anthracenediyl)di-isophthalate",
"5,5′-(dimethylsilanediyl)diisophthalic acid",
"5,5′-(hexane-1,6-diyl)-bis(oxy)diisophthalic acid",
"5,5′-(isoquinoline-5,8-diyl)-diisophthalate",
"5,5′-(naphthyl-2,7-yl)diisophthalate",
"5,5′-(quinoline-5,8-diyl)-diisophthalate",
"5,5′-(quinoxaline-5,8-diyl)-diisophthalate",
"5-(3,5-dicarboxybenzamido)isophthalic acid",373.3
5-(4-carboxy-benzoylamino)-isophthalic acid,
5-(4-carboxybenzoylamino)isophthalic acid,
5-(bis(4-carboxybenzyl)amino)isophthalic acid,449.4
5-(phenyldiazenyl)isophthalic acid,
5-[(4-carboxy-2-methylphenyl)ethynyl]isophthalic acid,
5-boronoisophthalic acid,209.95
5-bromoisophthalic acid,245.03
5-bromosalicylic acid,217.02
